location,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita
alabama,2016,1.09,0.26,0.65,2.01
alabama,2015,1.11,0.26,0.64,2.01
alabama,2014,1.13,0.25,0.62,2
alabama,2013,1.14,0.25,0.6,1.99
alabama,2012,1.16,0.24,0.6,2
alabama,2011,1.16,0.24,0.59,1.98
alabama,2010,1.17,0.23,0.58,1.98
alabama,2009,1.19,0.22,0.57,1.98
alabama,2008,1.22,0.22,0.57,2.01
alabama,2007,1.23,0.22,0.55,2
alabama,2006,1.21,0.21,0.54,1.95
alabama,2005,1.18,0.2,0.53,1.91
alabama,2004,1.19,0.2,0.52,1.91
alabama,2003,1.19,0.19,0.52,1.9
alabama,2002,1.18,0.21,0.54,1.92
alabama,2001,1.16,0.17,0.53,1.86
alabama,2000,1.19,0.18,0.51,1.88
alabama,1999,1.18,0.17,0.51,1.87
alabama,1998,1.16,0.17,0.51,1.85
alabama,1997,1.14,0.16,0.52,1.82
alabama,1996,1.17,0.18,0.53,1.88
alabama,1995,1.14,0.16,0.53,1.82
alabama,1994,1.16,0.17,0.54,1.87
alabama,1993,1.14,0.17,0.56,1.86
alabama,1992,1.02,0.19,0.59,1.79
alabama,1991,1,0.17,0.59,1.76
alabama,1990,1.12,0.18,0.61,1.92
alabama,1989,1.12,0.17,0.61,1.9
alabama,1988,1.12,0.19,0.62,1.92
alabama,1987,1.11,0.18,0.62,1.91
alabama,1986,1.1,0.18,0.65,1.92
alabama,1985,1.07,0.17,0.67,1.92
alabama,1984,1.03,0.19,0.69,1.91
alabama,1983,1.01,0.17,0.72,1.9
alabama,1982,1,0.18,0.72,1.9
alabama,1981,1,0.19,0.73,1.91
alabama,1980,0.95,0.16,0.74,1.86
alabama,1979,0.96,0.12,0.82,1.9
alabama,1978,0.95,0.12,0.85,1.92
alabama,1977,0.97,0.12,0.82,1.92
alaska,2016,1.15,0.56,1.23,2.94
alaska,2015,1.11,0.53,1.2,2.84
alaska,2014,1.11,0.52,1.16,2.79
alaska,2013,1.07,0.52,1.17,2.75
alaska,2012,1.17,0.53,1.13,2.83
alaska,2011,1.15,0.54,1.17,2.86
alaska,2010,1.23,0.55,1.25,3.03
alaska,2009,1.32,0.54,1.16,3.02
alaska,2008,1.2,0.49,1.09,2.78
alaska,2007,1.13,0.44,0.96,2.53
alaska,2006,1.25,0.47,1.03,2.75
alaska,2005,1.23,0.43,0.98,2.64
alaska,2004,1.31,0.44,0.95,2.71
alaska,2003,1.27,0.37,0.79,2.43
alaska,2002,1.35,0.45,1.19,2.99
alaska,2001,1.32,0.38,0.96,2.67
alaska,2000,1.37,0.37,0.94,2.68
alaska,1999,1.4,0.38,0.95,2.74
alaska,1998,1.39,0.37,0.95,2.71
alaska,1997,1.31,0.36,0.88,2.56
alaska,1996,1.31,0.38,0.94,2.63
alaska,1995,1.45,0.39,1.02,2.86
alaska,1994,1.53,0.4,1.1,3.03
alaska,1993,1.31,0.32,0.92,2.55
alaska,1992,1.53,0.41,1.08,3.02
alaska,1991,1.54,0.43,1.14,3.11
alaska,1990,1.62,0.46,1.25,3.33
alaska,1989,1.52,0.44,1.19,3.15
alaska,1988,1.54,0.47,1.19,3.21
alaska,1987,1.6,0.52,1.26,3.38
alaska,1986,1.65,0.55,1.25,3.45
alaska,1985,1.63,0.56,1.48,3.68
alaska,1984,1.67,0.56,1.5,3.72
alaska,1983,1.71,0.59,1.65,3.95
alaska,1982,1.69,0.54,1.68,3.92
alaska,1981,1.68,0.56,1.79,4.02
alaska,1980,1.54,0.5,1.68,3.72
alaska,1979,1.48,0.46,1.63,3.58
alaska,1978,1.39,0.45,1.67,3.51
alaska,1977,1.19,0.42,1.69,3.3
arizona,2016,1.14,0.4,0.78,2.31
arizona,2015,1.16,0.4,0.78,2.34
arizona,2014,1.18,0.4,0.79,2.37
arizona,2013,1.13,0.42,0.81,2.36
arizona,2012,1.14,0.45,0.84,2.43
arizona,2011,1.15,0.44,0.8,2.39
arizona,2010,1.23,0.41,0.76,2.39
arizona,2009,1.22,0.39,0.77,2.38
arizona,2008,1.3,0.41,0.77,2.48
arizona,2007,1.39,0.34,0.78,2.51
arizona,2006,1.34,0.38,0.79,2.51
arizona,2005,1.35,0.4,0.76,2.51
arizona,2004,1.4,0.34,0.71,2.44
arizona,2003,1.41,0.37,0.71,2.49
arizona,2002,1.46,0.33,0.69,2.48
arizona,2001,1.47,0.33,0.7,2.5
arizona,2000,1.48,0.31,0.71,2.5
arizona,1999,1.47,0.34,0.69,2.51
arizona,1998,1.44,0.33,0.68,2.45
arizona,1997,1.45,0.31,0.68,2.44
arizona,1996,1.52,0.33,0.73,2.58
arizona,1995,1.47,0.29,0.68,2.44
arizona,1994,1.52,0.29,0.7,2.5
arizona,1993,1.58,0.27,0.76,2.62
arizona,1992,1.58,0.31,0.8,2.69
arizona,1991,1.58,0.35,0.78,2.71
arizona,1990,1.59,0.37,0.8,2.77
arizona,1989,1.63,0.35,0.83,2.81
arizona,1988,1.6,0.41,0.86,2.87
arizona,1987,1.64,0.45,0.84,2.93
arizona,1986,1.74,0.45,0.9,3.09
arizona,1985,1.66,0.45,0.99,3.11
arizona,1984,1.55,0.44,1.05,3.04
arizona,1983,1.6,0.43,0.99,3.02
arizona,1982,1.71,0.39,0.98,3.07
arizona,1981,1.76,0.42,1,3.18
arizona,1980,1.68,0.36,0.97,3.01
arizona,1979,1.71,0.36,1.07,3.15
arizona,1978,1.66,0.35,1.03,3.04
arizona,1977,1.6,0.32,0.99,2.92
arkansas,2016,0.93,0.22,0.65,1.8
arkansas,2015,0.97,0.22,0.65,1.83
arkansas,2014,0.96,0.21,0.62,1.79
arkansas,2013,1,0.2,0.6,1.81
arkansas,2012,1,0.2,0.6,1.81
arkansas,2011,0.98,0.18,0.56,1.72
arkansas,2010,1.02,0.19,0.57,1.77
arkansas,2009,1.03,0.17,0.57,1.78
arkansas,2008,1.05,0.17,0.55,1.77
arkansas,2007,1.02,0.15,0.51,1.69
arkansas,2006,1.05,0.16,0.54,1.75
arkansas,2005,1.03,0.15,0.5,1.67
arkansas,2004,1.04,0.15,0.49,1.68
arkansas,2003,1.06,0.14,0.56,1.77
arkansas,2002,1.09,0.14,0.53,1.75
arkansas,2001,1.08,0.13,0.53,1.74
arkansas,2000,1.09,0.12,0.53,1.74
arkansas,1999,1.09,0.12,0.54,1.75
arkansas,1998,1.1,0.11,0.51,1.73
arkansas,1997,1.07,0.12,0.52,1.71
arkansas,1996,1.07,0.12,0.53,1.72
arkansas,1995,1.06,0.11,0.51,1.68
arkansas,1994,1.06,0.13,0.46,1.65
arkansas,1993,1.1,0.11,0.58,1.79
arkansas,1992,1.13,0.12,0.65,1.9
arkansas,1991,1.12,0.11,0.58,1.81
arkansas,1990,1.12,0.13,0.61,1.86
arkansas,1989,1.1,0.13,0.58,1.82
arkansas,1988,1.09,0.14,0.54,1.78
arkansas,1987,1.09,0.11,0.53,1.74
arkansas,1986,1.08,0.09,0.49,1.65
arkansas,1985,1.04,0.13,0.59,1.77
arkansas,1984,1.03,0.12,0.64,1.8
arkansas,1983,1.03,0.13,0.63,1.79
arkansas,1982,1.03,0.12,0.63,1.78
arkansas,1981,1.06,0.12,0.68,1.86
arkansas,1980,1,0.12,0.68,1.81
arkansas,1979,0.9,0.09,0.55,1.54
arkansas,1978,0.95,0.11,0.71,1.76
arkansas,1977,0.89,0.1,0.61,1.61
california,2016,0.96,0.59,0.78,2.33
california,2015,0.99,0.53,0.75,2.28
california,2014,1,0.6,0.73,2.32
california,2013,0.98,0.6,0.75,2.33
california,2012,0.98,0.63,0.74,2.35
california,2011,0.95,0.58,0.72,2.25
california,2010,0.97,0.49,0.71,2.16
california,2009,1.01,0.57,0.7,2.28
california,2008,1.05,0.55,0.7,2.3
california,2007,1.06,0.54,0.7,2.3
california,2006,1.02,0.56,0.7,2.29
california,2005,1.03,0.54,0.69,2.26
california,2004,1.07,0.52,0.67,2.25
california,2003,1.07,0.51,0.65,2.23
california,2002,1.08,0.49,0.64,2.21
california,2001,1.09,0.48,0.63,2.2
california,2000,1.12,0.48,0.64,2.24
california,1999,1.12,0.48,0.62,2.22
california,1998,1.11,0.49,0.61,2.21
california,1997,1.14,0.52,0.62,2.28
california,1996,1.13,0.5,0.64,2.27
california,1995,1.15,0.46,0.63,2.24
california,1994,1.09,0.47,0.68,2.24
california,1993,1.17,0.48,0.69,2.35
california,1992,1.28,0.51,0.75,2.54
california,1991,1.22,0.49,0.75,2.46
california,1990,1.32,0.59,0.87,2.78
california,1989,1.29,0.6,0.85,2.75
california,1988,1.32,0.67,0.88,2.86
california,1987,1.35,0.73,0.92,3
california,1986,1.35,0.78,0.95,3.08
california,1985,1.32,0.78,1.02,3.11
california,1984,1.37,0.73,1.06,3.16
california,1983,1.36,0.74,1.1,3.21
california,1982,1.37,0.72,1.13,3.22
california,1981,1.43,0.72,1.2,3.35
california,1980,1.41,0.71,1.24,3.36
california,1979,1.39,0.68,1.25,3.32
california,1978,1.33,0.67,1.29,3.28
california,1977,1.29,0.65,1.25,3.19
colorado,2016,1.14,0.51,1.16,2.81
colorado,2015,1.12,0.51,1.14,2.77
colorado,2014,1.14,0.51,1.11,2.77
colorado,2013,1.2,0.5,1.11,2.81
colorado,2012,1.15,0.52,1.08,2.76
colorado,2011,1.2,0.49,1.04,2.73
colorado,2010,1.22,0.48,1.01,2.71
colorado,2009,1.23,0.46,1.01,2.7
colorado,2008,1.28,0.47,1.02,2.77
colorado,2007,1.3,0.47,1.01,2.78
colorado,2006,1.29,0.45,0.98,2.72
colorado,2005,1.31,0.42,0.99,2.72
colorado,2004,1.3,0.43,0.95,2.68
colorado,2003,1.33,0.4,0.87,2.6
colorado,2002,1.35,0.39,0.9,2.64
colorado,2001,1.42,0.41,0.96,2.78
colorado,2000,1.35,0.37,0.89,2.6
colorado,1999,1.33,0.37,0.75,2.45
colorado,1998,1.33,0.37,0.83,2.53
colorado,1997,1.3,0.37,0.81,2.48
colorado,1996,1.36,0.37,0.84,2.57
colorado,1995,1.34,0.35,0.78,2.47
colorado,1994,1.36,0.35,0.84,2.55
colorado,1993,1.4,0.36,0.86,2.63
colorado,1992,1.34,0.36,0.81,2.52
colorado,1991,1.39,0.35,0.87,2.61
colorado,1990,1.35,0.29,0.75,2.39
colorado,1989,1.42,0.38,0.85,2.64
colorado,1988,1.44,0.4,0.92,2.76
colorado,1987,1.45,0.45,0.94,2.84
colorado,1986,1.49,0.47,0.95,2.9
colorado,1985,1.48,0.5,1.18,3.17
colorado,1984,1.51,0.46,1.12,3.1
colorado,1983,1.57,0.46,1.12,3.15
colorado,1982,1.63,0.46,1.17,3.26
colorado,1981,1.62,0.44,1.26,3.32
colorado,1980,1.56,0.46,1.31,3.33
colorado,1979,1.63,0.46,1.33,3.42
colorado,1978,1.6,0.46,1.39,3.46
colorado,1977,1.4,0.36,1.19,2.95
connecticut,2016,0.85,0.62,0.98,2.45
connecticut,2015,0.85,0.61,0.95,2.41
connecticut,2014,0.84,0.6,0.92,2.37
connecticut,2013,0.85,0.61,0.91,2.37
connecticut,2012,0.86,0.61,0.91,2.39
connecticut,2011,0.86,0.62,0.88,2.35
connecticut,2010,0.88,0.6,0.87,2.35
connecticut,2009,0.88,0.59,0.85,2.31
connecticut,2008,0.93,0.58,0.85,2.36
connecticut,2007,0.92,0.57,0.84,2.33
connecticut,2006,0.93,0.56,0.81,2.3
connecticut,2005,0.9,0.54,0.79,2.23
connecticut,2004,0.93,0.53,0.79,2.25
connecticut,2003,0.93,0.52,0.78,2.23
connecticut,2002,0.95,0.5,0.75,2.21
connecticut,2001,0.95,0.5,0.74,2.19
connecticut,2000,0.94,0.49,0.74,2.18
connecticut,1999,0.94,0.49,0.75,2.18
connecticut,1998,0.96,0.49,0.76,2.21
connecticut,1997,0.95,0.48,0.74,2.17
connecticut,1996,0.91,0.46,0.72,2.09
connecticut,1995,0.96,0.46,0.78,2.2
connecticut,1994,0.99,0.43,0.78,2.2
connecticut,1993,0.96,0.44,0.8,2.2
connecticut,1992,1.01,0.45,0.83,2.3
connecticut,1991,1.03,0.43,0.84,2.29
connecticut,1990,1.09,0.45,0.92,2.46
connecticut,1989,1.07,0.46,0.96,2.5
connecticut,1988,1.12,0.5,1.05,2.67
connecticut,1987,1.14,0.51,1.1,2.75
connecticut,1986,1.11,0.51,1.14,2.76
connecticut,1985,1.12,0.5,1.19,2.81
connecticut,1984,1.1,0.49,1.19,2.78
connecticut,1983,1.1,0.49,1.22,2.8
connecticut,1982,1.04,0.49,1.21,2.74
connecticut,1981,1.05,0.44,1.18,2.67
connecticut,1980,1.06,0.43,1.2,2.69
connecticut,1979,1.14,0.4,1.21,2.76
connecticut,1978,1.09,0.38,1.21,2.69
connecticut,1977,1.06,0.35,1.23,2.64
delaware,2016,1.2,0.73,1.79,3.72
delaware,2015,1.18,0.72,1.74,3.65
delaware,2014,1.21,0.72,1.66,3.59
delaware,2013,1.25,0.72,1.63,3.59
delaware,2012,1.32,0.69,1.58,3.59
delaware,2011,1.34,0.69,1.52,3.55
delaware,2010,1.36,0.66,1.36,3.38
delaware,2009,1.32,0.65,1.34,3.31
delaware,2008,1.35,0.57,1.23,3.15
delaware,2007,1.38,0.59,1.23,3.19
delaware,2006,1.41,0.59,1.26,3.26
delaware,2005,1.42,0.58,1.24,3.25
delaware,2004,1.42,0.57,1.28,3.27
delaware,2003,1.38,0.57,1.18,3.12
delaware,2002,1.39,0.52,1.1,3.01
delaware,2001,1.39,0.49,1.07,2.94
delaware,2000,1.36,0.48,1.05,2.89
delaware,1999,1.4,0.48,1.03,2.9
delaware,1998,1.41,0.47,1.03,2.91
delaware,1997,1.37,0.46,0.99,2.81
delaware,1996,1.39,0.45,0.94,2.78
delaware,1995,1.3,0.4,0.92,2.62
delaware,1994,1.43,0.38,0.95,2.76
delaware,1993,1.46,0.35,0.95,2.76
delaware,1992,1.4,0.36,0.97,2.73
delaware,1991,1.4,0.35,0.95,2.7
delaware,1990,1.44,0.37,1.14,2.95
delaware,1989,1.43,0.39,1.15,2.96
delaware,1988,1.46,0.41,1.21,3.08
delaware,1987,1.46,0.43,1.23,3.12
delaware,1986,1.46,0.45,1.25,3.16
delaware,1985,1.48,0.41,1.31,3.2
delaware,1984,1.52,0.39,1.29,3.2
delaware,1983,1.55,0.35,1.35,3.25
delaware,1982,1.54,0.34,1.38,3.26
delaware,1981,1.52,0.33,1.4,3.24
delaware,1980,1.44,0.29,1.37,3.11
delaware,1979,1.35,0.26,1.31,2.92
delaware,1978,1.31,0.24,1.3,2.85
delaware,1977,1.3,0.23,1.33,2.86
district of columbia,2016,1.13,1.03,1.69,3.85
district of columbia,2015,1.15,1.02,1.68,3.85
district of columbia,2014,1.16,1.01,1.68,3.84
district of columbia,2013,1.17,1.01,1.66,3.84
district of columbia,2012,1.18,1.01,1.65,3.85
district of columbia,2011,1.19,1.01,1.62,3.82
district of columbia,2010,1.22,1,1.61,3.83
district of columbia,2009,1.26,1,1.62,3.88
district of columbia,2008,1.35,1.01,1.64,4
district of columbia,2007,1.37,1,1.63,4
district of columbia,2006,1.38,0.96,1.6,3.94
district of columbia,2005,1.4,0.93,1.56,3.9
district of columbia,2004,1.38,0.91,1.52,3.8
district of columbia,2003,1.38,0.88,1.51,3.76
district of columbia,2002,1.36,0.83,1.47,3.66
district of columbia,2001,1.36,0.79,1.46,3.61
district of columbia,2000,1.39,0.81,1.45,3.65
district of columbia,1999,1.38,0.78,1.36,3.52
district of columbia,1998,1.37,0.78,1.57,3.73
district of columbia,1997,1.42,0.8,1.61,3.83
district of columbia,1996,1.34,0.87,1.47,3.67
district of columbia,1995,1.49,0.77,1.52,3.79
district of columbia,1994,1.5,0.74,1.52,3.76
district of columbia,1993,1.51,0.73,1.54,3.78
district of columbia,1992,1.61,0.7,1.74,4.05
district of columbia,1991,1.42,0.61,1.85,3.89
district of columbia,1990,1.42,0.76,1.96,4.14
district of columbia,1989,1.39,0.82,1.72,3.92
district of columbia,1988,1.38,0.93,1.9,4.22
district of columbia,1987,1.41,0.95,2.26,4.62
district of columbia,1986,1.45,1,2.09,4.54
district of columbia,1985,1.44,1,2.35,4.8
district of columbia,1984,1.51,1.07,2.59,5.17
district of columbia,1983,1.51,1.05,2.71,5.27
district of columbia,1982,1.46,0.99,2.88,5.33
district of columbia,1981,1.48,1.05,2.89,5.42
district of columbia,1980,1.49,0.99,2.94,5.41
district of columbia,1979,1.42,0.96,2.92,5.3
district of columbia,1978,1.38,0.91,3.04,5.33
district of columbia,1977,1.35,0.86,3.16,5.37
florida,2016,1.09,0.53,1.03,2.65
florida,2015,1.11,0.51,0.98,2.6
florida,2014,1.09,0.51,0.98,2.59
florida,2013,1.28,0.49,0.95,2.72
florida,2012,1.26,0.51,0.95,2.72
florida,2011,1.13,0.49,0.93,2.54
florida,2010,1.12,0.47,0.91,2.5
florida,2009,1.19,0.48,0.91,2.58
florida,2008,1.24,0.48,0.89,2.61
florida,2007,1.28,0.48,0.92,2.68
florida,2006,1.32,0.47,0.91,2.7
florida,2005,1.33,0.46,0.91,2.7
florida,2004,1.34,0.46,0.88,2.68
florida,2003,1.31,0.44,0.86,2.61
florida,2002,1.32,0.43,0.84,2.58
florida,2001,1.32,0.4,0.82,2.54
florida,2000,1.32,0.41,0.83,2.56
florida,1999,1.33,0.4,0.8,2.53
florida,1998,1.33,0.38,0.79,2.5
florida,1997,1.36,0.37,0.8,2.53
florida,1996,1.36,0.37,0.81,2.54
florida,1995,1.34,0.35,0.82,2.5
florida,1994,1.4,0.33,0.87,2.6
florida,1993,1.44,0.33,0.92,2.68
florida,1992,1.45,0.34,0.96,2.75
florida,1991,1.43,0.34,0.92,2.69
florida,1990,1.54,0.39,1.04,2.96
florida,1989,1.51,0.39,1,2.89
florida,1988,1.5,0.41,1,2.91
florida,1987,1.5,0.42,1.03,2.95
florida,1986,1.5,0.41,1.05,2.96
florida,1985,1.47,0.41,1.16,3.04
florida,1984,1.46,0.4,1.23,3.09
florida,1983,1.55,0.39,1.22,3.16
florida,1982,1.54,0.4,1.32,3.26
florida,1981,1.54,0.39,1.37,3.3
florida,1980,1.4,0.37,1.41,3.18
florida,1979,1.38,0.34,1.41,3.14
florida,1978,1.34,0.32,1.4,3.07
florida,1977,1.27,0.31,1.4,2.99
georgia,2016,0.99,0.25,0.69,1.94
georgia,2015,1.01,0.25,0.68,1.94
georgia,2014,1.02,0.25,0.69,1.96
georgia,2013,1.03,0.25,0.69,1.97
georgia,2012,1.05,0.25,0.68,1.98
georgia,2011,1.06,0.25,0.67,1.98
georgia,2010,1.08,0.25,0.65,1.98
georgia,2009,1.11,0.25,0.65,2.01
georgia,2008,1.16,0.25,0.65,2.06
georgia,2007,1.19,0.26,0.65,2.1
georgia,2006,1.19,0.26,0.65,2.1
georgia,2005,1.17,0.26,0.64,2.07
georgia,2004,1.19,0.27,0.65,2.11
georgia,2003,1.2,0.26,0.66,2.13
georgia,2002,1.21,0.26,0.66,2.13
georgia,2001,1.2,0.25,0.65,2.11
georgia,2000,1.21,0.25,0.69,2.16
georgia,1999,1.23,0.25,0.7,2.18
georgia,1998,1.22,0.23,0.7,2.15
georgia,1997,1.2,0.23,0.7,2.13
georgia,1996,1.24,0.24,0.71,2.18
georgia,1995,1.21,0.21,0.7,2.12
georgia,1994,1.17,0.21,0.77,2.14
georgia,1993,1.23,0.2,0.77,2.2
georgia,1992,1.22,0.21,0.79,2.23
georgia,1991,1.16,0.22,0.78,2.17
georgia,1990,1.22,0.23,0.86,2.31
georgia,1989,1.18,0.24,0.94,2.36
georgia,1988,1.21,0.26,0.92,2.39
georgia,1987,1.21,0.27,1,2.48
georgia,1986,1.21,0.27,0.94,2.43
georgia,1985,1.17,0.25,1.01,2.44
georgia,1984,1.18,0.24,1.06,2.48
georgia,1983,1.14,0.22,1.06,2.42
georgia,1982,1.12,0.21,1.04,2.36
georgia,1981,1.1,0.18,1.09,2.38
georgia,1980,1.06,0.19,1.08,2.33
georgia,1979,1.11,0.18,1.16,2.44
georgia,1978,1.09,0.18,1.21,2.48
georgia,1977,1.03,0.15,1.19,2.37
hawaii,2016,1.29,0.57,0.77,2.63
hawaii,2015,1.28,0.56,0.77,2.6
hawaii,2014,1.27,0.54,0.77,2.59
hawaii,2013,1.25,0.54,0.77,2.56
hawaii,2012,1.26,0.53,0.75,2.54
hawaii,2011,1.25,0.53,0.73,2.52
hawaii,2010,1.25,0.52,0.71,2.48
hawaii,2009,1.27,0.51,0.71,2.49
hawaii,2008,1.33,0.51,0.72,2.56
hawaii,2007,1.3,0.48,0.77,2.55
hawaii,2006,1.28,0.47,0.77,2.52
hawaii,2005,1.3,0.45,0.72,2.47
hawaii,2004,1.38,0.43,0.7,2.5
hawaii,2003,1.3,0.42,0.66,2.38
hawaii,2002,1.27,0.39,0.62,2.28
hawaii,2001,1.3,0.38,0.6,2.28
hawaii,2000,1.33,0.39,0.6,2.32
hawaii,1999,1.31,0.39,0.56,2.26
hawaii,1998,1.32,0.37,0.54,2.22
hawaii,1997,1.38,0.4,0.56,2.33
hawaii,1996,1.4,0.36,0.58,2.34
hawaii,1995,1.41,0.34,0.57,2.32
hawaii,1994,1.46,0.38,0.62,2.46
hawaii,1993,1.49,0.37,0.65,2.51
hawaii,1992,1.55,0.39,0.69,2.63
hawaii,1991,1.57,0.4,0.7,2.67
hawaii,1990,1.64,0.4,0.79,2.84
hawaii,1989,1.56,0.43,0.8,2.79
hawaii,1988,1.64,0.45,0.8,2.89
hawaii,1987,1.59,0.41,0.77,2.76
hawaii,1986,1.61,0.44,0.86,2.91
hawaii,1985,1.61,0.42,0.88,2.91
hawaii,1984,1.66,0.41,0.92,2.99
hawaii,1983,1.89,0.44,1.13,3.45
hawaii,1982,1.8,0.48,1.14,3.41
hawaii,1981,1.74,0.44,1.16,3.34
hawaii,1980,1.64,0.46,1.2,3.3
hawaii,1979,1.51,0.42,1.21,3.14
hawaii,1978,1.33,0.44,1.25,3.02
hawaii,1977,1.55,0.35,1.21,3.11
idaho,2016,0.92,1.19,0.81,2.92
idaho,2015,0.93,1.14,0.79,2.87
idaho,2014,0.93,1.12,0.77,2.82
idaho,2013,0.96,1.08,0.77,2.81
idaho,2012,0.98,1.02,0.77,2.77
idaho,2011,1,0.92,0.73,2.65
idaho,2010,1.06,0.9,0.72,2.68
idaho,2009,1.05,0.91,0.7,2.67
idaho,2008,1.15,0.81,0.69,2.64
idaho,2007,1.17,0.73,0.67,2.58
idaho,2006,1.14,0.74,0.65,2.53
idaho,2005,1.11,0.74,0.61,2.45
idaho,2004,1.14,0.72,0.57,2.43
idaho,2003,1.15,0.65,0.55,2.35
idaho,2002,1.16,0.64,0.53,2.33
idaho,2001,1.14,0.63,0.53,2.3
idaho,2000,1.13,0.65,0.52,2.3
idaho,1999,1.09,0.68,0.52,2.29
idaho,1998,1.15,0.33,0.51,1.99
idaho,1997,1.11,0.32,0.52,1.95
idaho,1996,1.13,0.3,0.52,1.96
idaho,1995,1.18,0.3,0.54,2.01
idaho,1994,1.24,0.35,0.53,2.12
idaho,1993,1.26,0.29,0.55,2.11
idaho,1992,1.32,0.31,0.57,2.2
idaho,1991,1.31,0.32,0.56,2.19
idaho,1990,1.36,0.33,0.58,2.27
idaho,1989,1.27,0.31,0.57,2.16
idaho,1988,1.28,0.37,0.59,2.24
idaho,1987,1.33,0.39,0.59,2.31
idaho,1986,1.36,0.39,0.62,2.37
idaho,1985,1.36,0.36,0.71,2.43
idaho,1984,1.41,0.31,0.72,2.45
idaho,1983,1.45,0.3,0.77,2.52
idaho,1982,1.45,0.3,0.81,2.57
idaho,1981,1.54,0.33,0.83,2.69
idaho,1980,1.53,0.3,0.77,2.59
idaho,1979,1.51,0.27,0.82,2.6
idaho,1978,1.46,0.25,0.78,2.5
idaho,1977,1.47,0.22,0.78,2.47
illinois,2016,1.12,0.43,0.77,2.32
illinois,2015,1.13,0.43,0.8,2.36
illinois,2014,1.12,0.42,0.78,2.32
illinois,2013,1.13,0.42,0.78,2.33
illinois,2012,1.15,0.43,0.77,2.36
illinois,2011,1.19,0.41,0.75,2.35
illinois,2010,1.22,0.4,0.74,2.35
illinois,2009,1.24,0.39,0.73,2.36
illinois,2008,1.23,0.38,0.74,2.34
illinois,2007,1.24,0.41,0.74,2.38
illinois,2006,1.24,0.37,0.74,2.35
illinois,2005,1.23,0.34,0.71,2.29
illinois,2004,1.24,0.32,0.67,2.22
illinois,2003,1.26,0.35,0.74,2.36
illinois,2002,1.28,0.33,0.65,2.26
illinois,2001,1.27,0.32,0.68,2.28
illinois,2000,1.28,0.32,0.63,2.24
illinois,1999,1.29,0.33,0.66,2.27
illinois,1998,1.27,0.34,0.64,2.25
illinois,1997,1.26,0.35,0.65,2.26
illinois,1996,1.27,0.35,0.68,2.3
illinois,1995,1.3,0.33,0.66,2.29
illinois,1994,1.32,0.34,0.69,2.35
illinois,1993,1.32,0.34,0.72,2.38
illinois,1992,1.34,0.35,0.74,2.43
illinois,1991,1.38,0.34,0.76,2.48
illinois,1990,1.43,0.36,0.82,2.62
illinois,1989,1.42,0.36,0.85,2.63
illinois,1988,1.45,0.38,0.87,2.7
illinois,1987,1.43,0.39,0.88,2.71
illinois,1986,1.42,0.39,0.91,2.72
illinois,1985,1.39,0.38,0.99,2.76
illinois,1984,1.41,0.37,1.02,2.8
illinois,1983,1.43,0.35,1.03,2.82
illinois,1982,1.42,0.35,1.07,2.84
illinois,1981,1.44,0.35,1.12,2.91
illinois,1980,1.42,0.33,1.23,2.99
illinois,1979,1.42,0.32,1.15,2.89
illinois,1978,1.35,0.31,1.17,2.83
illinois,1977,1.32,0.3,1.2,2.82
indiana,2016,0.98,0.29,0.89,2.17
indiana,2015,0.98,0.28,0.88,2.14
indiana,2014,0.98,0.27,0.8,2.05
indiana,2013,1,0.28,0.81,2.09
indiana,2012,1.02,0.28,0.79,2.08
indiana,2011,1.02,0.27,0.73,2.02
indiana,2010,1.03,0.26,0.74,2.03
indiana,2009,1.08,0.25,0.72,2.05
indiana,2008,1.1,0.24,0.73,2.08
indiana,2007,1.13,0.24,0.72,2.09
indiana,2006,1.09,0.25,0.66,2
indiana,2005,1.11,0.22,0.68,2.01
indiana,2004,1.14,0.22,0.65,2.01
indiana,2003,1.11,0.21,0.64,1.96
indiana,2002,1.13,0.2,0.6,1.93
indiana,2001,1.15,0.19,0.62,1.96
indiana,2000,1.16,0.2,0.61,1.98
indiana,1999,1.16,0.19,0.59,1.94
indiana,1998,1.14,0.19,0.58,1.91
indiana,1997,1.09,0.18,0.59,1.85
indiana,1996,1.09,0.2,0.57,1.86
indiana,1995,1.14,0.2,0.58,1.92
indiana,1994,1.15,0.2,0.59,1.94
indiana,1993,1.15,0.19,0.64,1.98
indiana,1992,1.16,0.2,0.58,1.95
indiana,1991,1.22,0.19,0.6,2
indiana,1990,1.26,0.2,0.63,2.09
indiana,1989,1.23,0.2,0.64,2.07
indiana,1988,1.25,0.21,0.67,2.13
indiana,1987,1.26,0.23,0.67,2.16
indiana,1986,1.26,0.23,0.67,2.17
indiana,1985,1.26,0.22,0.73,2.2
indiana,1984,1.27,0.21,0.73,2.21
indiana,1983,1.28,0.19,0.73,2.2
indiana,1982,1.29,0.19,0.76,2.24
indiana,1981,1.29,0.18,0.78,2.24
indiana,1980,1.26,0.17,0.77,2.21
indiana,1979,1.21,0.15,0.78,2.15
indiana,1978,1.18,0.15,0.78,2.12
indiana,1977,1.13,0.14,0.77,2.03
iowa,2016,1.3,0.23,0.87,2.4
iowa,2015,1.31,0.22,0.83,2.36
iowa,2014,1.34,0.21,0.81,2.37
iowa,2013,1.33,0.22,0.79,2.34
